ride_id,bike_type,start_time,end_time,start_station_id,end_station_id
20240917_Du7WSd,ebike,2024-09-17 02:36:02.499,2024-09-17 02:39:21.880,ST_DhU,ST_S7L
20240917_uofANO,ebike,2024-09-17 02:37:40.194,2024-09-17 02:39:04.708,ST_MdI,ST_QBW
20240917_fm7qVr,ebike,2024-09-17 02:43:20.678,2024-09-17 02:47:39.598,ST_nP9,ST_pqJ
20240917_HmOzFg,mechanical,2024-09-17 02:44:45.957,2024-09-17 02:54:40.697,ST_gQN,ST_ZFv
20240917_LBupyx,ebike,2024-09-17 02:54:34.964,2024-09-17 03:03:32.532,ST_HHi,ST_Qyc
20240917_EPBECN,ebike,2024-09-17 02:56:13.081,2024-09-17 03:09:24.511,ST_wIj,ST_RGI
20240917_KhFLYu,ebike,2024-09-17 03:01:23.554,2024-09-17 03:18:58.745,ST_fta,ST_9nO
20240917_37GQMe,mechanical,2024-09-17 03:11:54.172,2024-09-17 03:14:57.364,ST_SfD,ST_QBW
20240917_fGBocO,ebike,2024-09-17 03:15:00.436,2024-09-17 03:21:14.868,ST_EpA,ST_nMV
20240917_XPk0Us,mechanical,2024-09-17 03:17:48.149,2024-09-17 03:28:18.773,ST_exT,ST_14P
20240917_ch0tmx,mechanical,2024-09-17 03:20:14.238,2024-09-17 03:35:43.164,ST_Q5a,ST_nMV
20240917_q9dES3,mechanical,2024-09-17 03:21:48.083,2024-09-17 03:34:43.104,ST_Q5a,ST_nh9
20240917_6UyFao,ebike,2024-09-17 03:24:55.010,2024-09-17 03:32:45.598,ST_bnp,ST_nMV
20240917_ni07JE,ebike,2024-09-17 03:28:18.661,2024-09-17 03:31:19.097,ST_rVe,ST_Jbm
20240917_ilHJgC,ebike,2024-09-17 03:30:47.266,2024-09-17 03:35:41.213,ST_5vn,ST_nMV
20240917_G4nrNb,mechanical,2024-09-17 03:37:04.215,2024-09-17 03:40:50.486,ST_7Y6,ST_nMV
20240917_7rlwHk,mechanical,2024-09-17 03:41:08.575,2024-09-17 03:44:57.395,ST_c9D,ST_HP0
20240917_Npzu31,ebike,2024-09-17 03:42:37.501,2024-09-17 03:47:34.555,ST_kAx,ST_q30
20240917_NhsCt1,mechanical,2024-09-17 03:45:04.804,2024-09-17 04:05:30.467,ST_25S,ST_GVV
20240917_PdbeRl,mechanical,2024-09-17 03:46:42.676,2024-09-17 04:07:20.084,ST_jqh,ST_Jbm
20240917_xwOPH1,mechanical,2024-09-17 03:49:29.400,2024-09-17 04:04:26.232,ST_qto,ST_8Yn
20240917_6SUH4i,mechanical,2024-09-17 03:51:42.431,2024-09-17 04:02:25.085,ST_qto,ST_YLH
20240917_zJSyRL,ebike,2024-09-17 03:57:02.229,2024-09-17 04:02:52.765,ST_tIB,ST_QBW
20240917_yydYkm,ebike,2024-09-17 03:57:36.176,2024-09-17 04:01:22.532,ST_LYk,ST_nMV
20240917_HfcTPV,ebike,2024-09-17 04:01:41.830,2024-09-17 04:13:47.851,ST_BLM,ST_9qM
20240917_LVdeD3,mechanical,2024-09-17 04:02:39.171,2024-09-17 04:03:56.394,ST_AnZ,ST_v0x
20240917_St0rib,ebike,2024-09-17 04:06:08.829,2024-09-17 04:24:06.190,ST_VGu,ST_Mn3
20240917_FzTFAE,ebike,2024-09-17 04:13:39.616,2024-09-17 04:39:47.697,ST_tQS,ST_GVV
20240917_PZWcvZ,ebike,2024-09-17 04:16:47.299,2024-09-17 04:22:19.931,ST_xfq,ST_NCj
20240917_ivuJ25,ebike,2024-09-17 04:18:35.483,2024-09-17 04:26:03.465,ST_y3L,ST_9nO
20240917_nRApz4,ebike,2024-09-17 04:18:52.043,2024-09-17 04:29:49.207,ST_rp6,ST_Jbm
20240917_ebFOQm,mechanical,2024-09-17 04:30:30.751,2024-09-17 04:31:41.444,ST_Uat,ST_EdB
20240917_gvyrAd,mechanical,2024-09-17 04:30:42.244,2024-09-17 04:38:10.305,ST_aq9,ST_GVV
20240917_J8eXzB,ebike,2024-09-17 04:32:51.262,2024-09-17 04:37:25.358,ST_YLH,ST_QBW
20240917_Os76vE,ebike,2024-09-17 04:40:45.470,2024-09-17 04:46:53.399,ST_ZqK,ST_EdB
20240917_DPJL8m,ebike,2024-09-17 04:42:30.895,2024-09-17 04:46:18.425,ST_ZPW,ST_nMV
20240917_SN7cw9,ebike,2024-09-17 04:45:15.168,2024-09-17 04:52:29.558,ST_ZFW,ST_Jbm
20240917_U84R8f,mechanical,2024-09-17 04:45:28.009,2024-09-17 04:49:15.448,ST_BMm,ST_nMV
20240917_bmu5UK,mechanical,2024-09-17 04:48:29.772,2024-09-17 04:50:20.961,ST_5CE,ST_GVV
20240917_LB5a51,mechanical,2024-09-17 04:48:41.213,2024-09-17 04:51:42.514,ST_gQN,ST_HP0
20240917_iiwbyF,ebike,2024-09-17 04:48:57.862,2024-09-17 04:54:33.372,ST_9BH,ST_bZV
20240917_eYeieG,mechanical,2024-09-17 04:49:15.686,2024-09-17 05:10:34.934,ST_Q5a,ST_GVV
20240917_vsOqPR,mechanical,2024-09-17 04:53:32.192,2024-09-17 05:03:19.584,ST_sKl,ST_9nO
20240917_i7U1aD,ebike,2024-09-17 04:54:21.362,2024-09-17 04:58:08.529,ST_mIT,ST_GVV
20240917_lQkNbR,ebike,2024-09-17 04:55:30.101,2024-09-17 05:18:03.231,ST_bZV,ST_pVp
20240917_wlZyUP,ebike,2024-09-17 04:56:53.666,2024-09-17 05:02:54.568,ST_bff,ST_u1o
20240917_gzczqw,ebike,2024-09-17 04:57:09.364,2024-09-17 04:58:38.009,ST_9pJ,ST_3oG
20240917_K6jS5w,mechanical,2024-09-17 04:58:13.271,2024-09-17 05:02:10.303,ST_lgE,ST_Qyc
20240917_slGcuD,mechanical,2024-09-17 05:00:06.816,2024-09-17 05:02:35.047,ST_bCk,ST_nMV
20240917_76e1Br,mechanical,2024-09-17 05:02:58.624,2024-09-17 05:15:42.761,ST_dA3,ST_BhC
20240917_x9nueS,mechanical,2024-09-17 05:03:10.044,2024-09-17 05:04:23.286,ST_xiM,ST_nMV
20240917_CDW22O,ebike,2024-09-17 05:03:44.305,2024-09-17 05:07:18.897,ST_9EN,ST_9nO
20240917_lZIpbr,ebike,2024-09-17 05:04:16.049,2024-09-17 05:10:28.753,ST_43z,ST_kJA
20240917_gwwebS,ebike,2024-09-17 05:06:12.436,2024-09-17 05:13:12.478,ST_Lvd,ST_Qyc
20240917_XmhlKn,ebike,2024-09-17 05:07:17.245,2024-09-17 05:16:23.419,ST_IxJ,ST_nMV
20240917_Xqol2N,ebike,2024-09-17 05:09:34.299,2024-09-17 05:22:37.907,ST_ew5,ST_mkA
20240917_e1ycve,mechanical,2024-09-17 05:11:33.229,2024-09-17 05:17:40.634,ST_exT,ST_kjg
20240917_PEV5jd,ebike,2024-09-17 05:12:45.165,2024-09-17 05:20:04.984,ST_8dg,ST_Mn3
20240917_ouXAHm,ebike,2024-09-17 05:12:55.663,2024-09-17 05:17:21.079,ST_RN7,ST_MiV
20240917_OjKghK,ebike,2024-09-17 05:14:26.490,2024-09-17 05:20:14.748,ST_bYh,ST_Jbm
20240917_SrUDVE,mechanical,2024-09-17 05:15:05.723,2024-09-17 05:20:08.040,ST_UGr,ST_Qyc
20240917_NgwpQ2,mechanical,2024-09-17 05:16:30.519,2024-09-17 05:31:01.585,ST_0av,ST_GVV
20240917_zcZFDr,mechanical,2024-09-17 05:17:41.570,2024-09-17 05:29:07.143,ST_eZS,ST_NPU
20240917_VMLHfM,ebike,2024-09-17 05:18:29.136,2024-09-17 05:27:28.115,ST_5Ih,ST_Qyc
20240917_7ukmQN,ebike,2024-09-17 05:22:16.824,2024-09-17 05:31:23.874,ST_YfA,ST_ZqK
20240917_Yvc9Ev,ebike,2024-09-17 05:23:14.667,2024-09-17 05:28:06.434,ST_ZPW,ST_h6s
20240917_wxbXYE,ebike,2024-09-17 05:23:26.976,2024-09-17 05:30:37.160,ST_ZPW,ST_9BH
20240917_huSJBt,mechanical,2024-09-17 05:23:45.216,2024-09-17 05:30:58.435,ST_gQN,ST_nMV
20240917_HHC1cN,ebike,2024-09-17 05:24:01.297,2024-09-17 05:28:05.642,ST_ZPW,ST_Qyc
20240917_SDNCbo,mechanical,2024-09-17 05:25:12.948,2024-09-17 05:32:46.982,ST_nh9,ST_vj3
20240917_bhOCEa,ebike,2024-09-17 05:26:46.472,2024-09-17 05:32:11.013,ST_DFu,ST_pqJ
20240917_vhfbEF,ebike,2024-09-17 05:27:55.174,2024-09-17 05:41:22.200,ST_oUj,ST_Mn3
20240917_gHvdA8,ebike,2024-09-17 05:28:42.290,2024-09-17 06:09:37.049,ST_7Y6,ST_nMV
20240917_Fw5jKT,ebike,2024-09-17 05:29:01.641,2024-09-17 05:47:58.985,ST_NbY,ST_EIg
20240917_d6Y6JH,ebike,2024-09-17 05:29:14.889,2024-09-17 05:33:35.929,ST_hkp,ST_OCh
20240917_F0yJNi,ebike,2024-09-17 05:29:51.514,2024-09-17 05:33:48.317,ST_BmU,ST_nMV
20240917_if7i5P,ebike,2024-09-17 05:30:47.472,2024-09-17 05:36:16.107,ST_MdI,ST_9nO
20240917_L3VOzj,ebike,2024-09-17 05:32:19.846,2024-09-17 05:39:52.823,ST_07v,ST_v0x
20240917_e8ibSy,ebike,2024-09-17 05:33:01.064,2024-09-17 05:58:04.477,ST_ogA,ST_MpB
20240917_uosVuQ,ebike,2024-09-17 05:33:09.936,2024-09-17 05:37:45.147,ST_5BK,ST_Mn3
20240917_aQG8fl,ebike,2024-09-17 05:33:31.852,2024-09-17 05:38:31.059,ST_iZ5,ST_Jbm
